poi	9999	2	0	1	5877.328275954276	24113.277504544174	13.0	5754	23526	5	0.00180604	3
poi	9998	2	1	1	15557.58003988295	13933.833642596219	59.0	15583	13881	3	0.00133440	3
poi	9997	2	1	1	13748.551363126813	27344.075962728177	39.0	13845	27274	3	0.00053484	2
poi	9996	2	0	1	14964.106115244436	13274.727612499424	59.0	15000	13236	4	0.00054756	4
poi	9995	2	0	1	12732.842850390285	18441.971212489138	58.99999999999999	12734	18479	4	0.00121843	3
poi	9994	2	5	1	8677.193884994367	11837.408622764184	6.28125	8811	12064	5	0.00054536	4
poi	9993	2	0	1	14189.76921372099	21730.786602008622	59.0	14255	21725	2	0.00139044	3
poi	9992	2	1	1	12927.483758750632	11958.678688270256	59.0	12913	12000	4	0.00169096	2
poi	9991	2	1	1	18700.18252329065	16586.589710405897	26.0	18707	16575	2	0.00066906	2
poi	9990	2	0	1	9324.700818832218	7993.315347486857	59.0	9388	8045	5	0.00111770	4
poi	9989	2	5	1	11922.66517956261	19747.287097110864	6.28125	11988	19716	2	0.00178028	2
poi	9988	2	0	1	12741.711414600846	8938.015272603154	58.99999999999999	12713	8831	3	0.00112228	4
poi	9987	2	0	1	13803.043417806082	8344.503001953284	59.0	13794	8329	3	0.00070031	3
poi	9986	2	0	1	8623.784830526209	6820.502490800841	44.0	8843	6973	5	0.00083212	2
poi	9985	2	0	1	8160.8089702985	19954.056475223995	29.0	8161	19951	5	0.00087817	4
poi	9984	2	0	1	16700.496019474613	12971.672791688863	134.0	16565	13211	4	0.00161125	2
poi	9983	2	0	1	11816.446857564128	18356.07693441408	8.0	11916	18317	5	0.00162785	4
poi	9982	2	1	1	8621.505918713467	19154.03027780266	59.0	8759	19116	2	0.00097764	2
poi	9981	2	0	1	11420.718167917606	24761.3864354947	59.0	11299	24716	4	0.00164191	3
poi	9980	2	0	1	11984.57996673985	22516.17823008865	134.0	12191	22043	5	0.00159699	4
poi	9979	2	0	1	16974.274688994337	14275.617283128466	59.0	16869	14239	2	0.00117622	2
poi	9978	2	0	1	15468.472373896111	22921.33498879567	39.0	15366	22883	5	0.00069505	2
poi	9977	2	1	1	6647.382896271436	19610.95668719633	29.0	6546	19637	3	0.00128632	3
poi	9976	2	0	1	12021.87013725468	30111.503718487158	13.0	12083	30177	3	0.00149175	3
poi	9975	2	1	1	9758.998566792681	16300.545085179869	59.0	9731	16096	3	0.00156234	4
poi	9974	2	0	1	12970.995255053525	16416.073833570947	134.0	12876	16471	4	0.00050601	3
poi	9973	2	1	1	10679.165457193618	11349.731680193481	59.0	10684	11345	5	0.00110956	2
poi	9972	2	0	1	8584.750995955685	14097.58516166307	59.0	8743	14083	4	0.00081000	4
poi	9971	2	0	1	15387.331246690454	22062.20174279149	58.99999999999999	15434	21968	5	0.00055623	3
poi	9970	2	0	1	8707.774216080983	22018.47582133922	59.0	8645	21977	4	0.00052612	3
poi	9969	2	2	1	12135.08202174773	17767.420050911343	29.0	12087	17488	3	0.00063946	3
poi	9968	2	0	1	20072.138276553505	17901.385191436006	26.000000000000004	20075	17905	3	0.00105859	4
poi	9967	2	1	1	12012.315465875226	6256.200629141704	59.0	11870	6341	5	0.00142341	4
poi	9966	2	0	1	13461.66955669775	14012.395403910998	89.0	13297	14116	2	0.00173473	2
poi	9965	2	0	1	14144.796488140235	10701.088201989063	29.0	14176	10714	3	0.00144168	3
poi	9964	2	0	1	5496.159617029607	21826.22504286553	13.0	5627	21958	5	0.00119834	2
poi	9963	2	0	1	12615.16789820731	15598.56811282463	59.0	12633	15471	4	0.00052808	3
poi	9962	2	3	1	8574.709114486264	11662.67357916854	25.125	8674	11832	3	0.00104969	3
poi	9961	2	0	1	15931.087024354443	15583.186095342693	58.99999999999999	15871	15548	4	0.00130651	2
poi	9960	2	1	1	11998.678376653193	21949.45780100574	100.5	11916	22177	3	0.00136263	3
poi	9959	2	1	1	7355.19856868141	18005.77797108486	100.5	7474	18015	5	0.00175145	4
poi	9958	2	0	1	14544.72515342101	18048.338053689044	89.0	14524	18051	4	0.00133003	2
poi	9957	2	1	1	17612.1901054977	11414.816806835017	89.0	17584	11395	3	0.00190608	3
poi	9956	2	0	1	13450.11560141183	9022.765999912015	201.0	13308	9968	2	0.00089374	4
poi	9955	2	1	1	9155.141851878401	19164.652989419887	59.00000000000001	9090	19160	5	0.00075453	2
poi	9954	2	2	1	14763.984676941976	7989.429130856643	19.0	14760	7971	5	0.00080467	4
poi	9953	2	0	1	13735.37703172951	19677.15658763834	58.99999999999999	13733	19679	4	0.00088884	2
poi	9952	2	2	1	13364.467884245376	9075.467884245376	50.25	13357	9068	4	0.00113216	2
poi	9951	2	0	1	6173.794855202949	13387.591261645324	13.0	6117	13421	4	0.00098974	2
poi	9950	2	0	1	18361.652790503213	10293.126936332792	26.0	18435	10412	4	0.00180013	2
poi	9949	2	0	1	15536.2517080694	13978.16311656164	59.0	15583	13881	2	0.00125301	3
poi	9948	2	2	1	19544.398621370725	24564.930633883705	50.25	17968	22616	4	0.00126973	3
poi	9947	2	0	1	15127.397435407294	19269.6478131155	59.0	15065	19288	2	0.00074045	2
poi	9946	2	0	1	10764.119926004294	11439.133467041773	59.0	10786	11470	3	0.00101536	2
poi	9945	2	1	1	20488.338488976606	19469.006411552225	26.0	20671	19219	2	0.00071590	2
poi	9944	2	1	1	9788.5124851181	23529.330578857283	59.0	9716	23586	3	0.00145190	3
poi	9943	2	1	1	10244.620257846122	7947.7319041052015	59.00000000000001	10185	7962	2	0.00184293	3
poi	9942	2	4	1	10030.481830681983	23101.92965363579	12.562500000000002	10042	23062	2	0.00196670	4
poi	9941	2	0	1	20143.867373273635	24863.407286461406	26.0	20217	24735	5	0.00067077	4
poi	9940	2	0	1	9562.395717484045	15698.864579926001	89.0	9465	15696	3	0.00068989	4
poi	9939	2	3	1	12598.324592096755	21044.68615372913	25.125	12578	21152	5	0.00111996	3
poi	9938	2	0	1	15540.867240337893	13834.85459656055	89.0	15583	13881	4	0.00060097	3
poi	9937	2	0	1	12565.06840847538	11286.386902296395	29.0	12557	11325	3	0.00119821	2
poi	9936	2	0	1	10723.981258413558	28871.768536445274	59.0	10752	28832	2	0.00151808	4
poi	9935	2	0	1	4793.508368280864	19318.946654600306	59.0	4795	19354	5	0.00093029	4
poi	9934	2	0	1	14431.539390051175	23687.9024951952	39.0	14489	23722	4	0.00194991	4
poi	9933	2	0	1	5485.576013156888	20092.060501585875	59.0	5651	20112	5	0.00147363	3
poi	9932	2	0	1	8983.836310023342	10239.036318570345	59.0	8960	10219	4	0.00070733	3
poi	9931	2	1	1	14862.007896637666	8544.271049101479	19.0	14958	8366	5	0.00061344	4
poi	9930	2	0	1	11797.578511809794	27980.02597428948	39.0	11860	27952	3	0.00157376	2
poi	9929	2	0	1	11650.006834616905	23746.628248524106	59.0	11494	23686	2	0.00128781	3
