0	67	0.9966
0	77	0.9988
0	110	0.9965
0	118	0.9991
0	132	0.9969
0	141	0.9975
0	177	0.9964
0	186	0.9966
0	259	0.9943
0	290	0.9986
0	291	0.9987
0	307	0.9953
0	324	0.9986
0	341	0.9945
0	357	0.9991
0	375	0.9984
0	416	0.998
0	454	0.9952
0	498	0.9993
0	514	0.9998
0	543	0.9978
0	547	0.9962
0	553	0.9993
0	571	0.9997
0	581	0.9987
0	613	0.9972
0	626	0.9948
0	635	0.9962
0	652	0.9943
0	662	0.9987
0	707	0.9953
0	725	0.9982
0	732	0.9941
0	741	0.9997
0	745	0.9966
0	757	0.9979
0	779	0.9973
0	797	0.9987
0	813	0.9991
0	823	0.9971
0	889	0.9983
0	901	0.9969
0	903	0.9964
0	970	0.996
0	978	0.9993
0	983	0.9974
1	6	0.9995
1	23	0.9981
1	24	0.9949
1	32	0.9991
1	46	0.9994
1	55	0.9959
1	94	0.9946
1	115	0.9957
1	136	0.9958
1	150	0.9958
1	207	0.996
1	208	0.9987
1	217	0.9987
1	228	0.9984
1	278	0.9971
1	305	0.997
1	315	0.9994
1	333	0.9964
1	353	0.9978
1	362	0.9936
1	380	0.9946
1	397	0.9988
1	429	0.9998
1	464	0.9936
1	510	0.997
1	517	0.9986
1	565	0.9995
1	579	0.9989
1	608	0.9966
1	663	0.9969
1	682	0.9999
1	700	0.9978
1	761	0.9979
1	772	0.9997
1	805	0.9974
1	808	0.9988
1	810	0.9955
1	836	0.9967
1	837	0.9957
1	883	0.9989
1	899	0.995
1	943	0.9979
1	948	0.9995
1	972	0.9965
1	994	0.9976
2	22	0.9947
2	25	0.9965
2	172	0.9996
2	177	0.998
2	204	0.999
2	219	0.9972
2	228	0.9993
2	257	0.9943
2	284	0.9997
2	297	0.9952
2	309	0.9945
2	340	0.9967
2	389	0.9985
2	441	0.9956
2	483	0.9988
2	486	0.9952
2	541	0.9979
2	555	0.9975
2	565	0.9979
2	574	0.9978
2	579	0.9967
2	586	0.994
2	611	0.9973
2	621	0.994
2	671	0.9992
2	725	0.9973
2	737	0.9973
2	744	0.9941
2	761	0.9944
2	775	0.9957
2	835	0.9941
2	857	0.9956
2	873	0.9996
2	874	0.9944
2	876	0.9972
2	882	0.9935
2	886	0.999
2	938	0.9965
2	953	0.9993
3	4	0.996
3	30	0.9997
3	41	0.9993
3	51	0.9942
3	62	0.9935
3	90	0.9999
3	143	0.9966
3	180	0.9969
3	190	0.9986
3	195	0.9967
3	199	0.9991
3	209	0.9971
3	227	0.9998
3	280	0.9966
3	286	0.9991
3	405	0.9938
3	438	0.9994
3	459	0.9981
3	498	0.9999
3	501	0.9982
3	519	0.9993
3	540	0.9968
3	568	0.9964
3	583	0.9962
3	597	0.9948
3	616	0.9996
3	636	1
3	644	0.9988
3	651	0.9973
3	707	0.9944
3	709	0.9937
3	713	0.9979
3	721	0.9957
3	722	0.9975
3	732	0.9991
3	819	0.9935
3	823	0.9993
3	902	0.9981
3	905	0.9953
3	945	0.9994
3	952	0.9951
3	966	0.9973
3	968	0.999
3	969	0.9976
3	987	0.9966
4	22	0.9994
4	24	0.9989
4	33	0.9996
4	55	0.9971
4	56	0.9988
4	73	0.9993
4	88	0.9956
4	117	0.9954
4	129	0.9986
4	153	0.9956
4	163	0.9981
4	166	0.9994
4	167	0.9998
4	180	0.9974
4	193	0.9948
4	201	0.9975
4	212	0.9984
4	220	0.9995
4	229	0.9993
4	240	0.9936
4	253	0.9984
4	254	0.9996
4	282	0.9993
4	285	0.9967
4	288	0.9988
4	294	0.9995
4	299	0.9996
4	354	0.9998
4	356	0.9938
4	360	0.9942
4	393	0.9974
4	394	0.9991
4	397	0.9935
4	399	0.9986
4	434	0.9967
4	471	0.9952
4	477	0.9981
4	507	0.9982
4	522	0.9969
4	566	0.9953
4	579	0.9974
4	582	0.9999
4	606	0.9974
4	624	0.9988
4	652	0.9992
4	659	0.9978
4	685	0.9987
4	731	0.9948
4	758	0.9958
4	765	0.9999
4	776	0.9977
4	811	0.9964
4	828	0.999
4	829	0.9977
4	839	0.9988
4	870	0.9987
4	883	0.9989
4	941	0.9998
4	970	0.9939
4	983	0.9987
5	13	0.9992
5	25	0.9993
5	33	0.9986
5	62	0.9986
5	133	0.9943
5	134	0.9962
5	145	0.9957
5	209	0.9943
5	221	0.9988
5	251	0.9996
5	274	0.9973
5	278	0.9956
5	282	0.9953
5	290	0.9943
5	327	0.9965
5	473	0.9962
5	484	0.9965
5	535	0.9985
