725	842	7
538	969	7
229	823	7
494	810	7
370	806	7
101	287	6
279	449	6
189	569	6
100	773	6
283	615	6
354	580	6
425	468	6
619	725	6
444	983	6
440	638	6
56	632	6
743	990	6
717	888	6
248	711	5
268	594	5
211	664	5
133	362	5
71	800	5
419	720	5
320	956	5
737	835	5
240	818	5
232	523	5
305	873	5
195	365	5
421	630	5
521	668	5
62	552	5
225	774	5
596	793	5
418	467	5
501	503	5
422	551	5
342	714	5
200	399	5
588	907	5
320	346	5
438	822	5
694	843	5
342	438	5
653	928	5
226	481	5
104	638	5
762	927	5
776	930	5
143	768	5
113	816	5
143	955	5
27	691	5
238	327	5
502	527	5
732	794	5
505	857	5
32	264	5
614	968	5
26	687	5
239	683	5
146	577	5
623	968	5
324	436	5
168	586	5
143	990	5
884	963	5
150	513	5
86	613	5
322	493	5
491	652	5
118	337	5
401	831	5
145	994	5
80	542	5
383	938	5
670	784	5
424	552	5
190	898	5
791	886	5
217	760	5
267	582	5
88	737	5
468	887	5
62	371	5
153	883	5
303	513	5
764	956	5
568	662	5
193	543	5
172	839	5
290	689	5
219	348	5
11	925	5
158	406	5
146	473	5
19	128	5
247	695	5
59	873	5
684	799	5
100	160	5
648	968	5
472	609	5
109	437	5
286	336	5
262	315	5
110	557	5
222	230	5
55	402	5
456	540	5
539	996	5
454	470	5
93	532	5
77	175	5
169	700	5
833	902	5
10	899	5
408	500	5
24	589	5
582	968	5
548	568	5
778	933	5
252	392	5
659	894	5
660	921	5
425	734	5
238	527	5
475	813	5
414	742	5
114	848	5
663	685	5
58	293	5
624	920	5
416	886	5
14	774	5
594	749	5
470	909	5
313	399	5
806	863	5
452	474	5
188	577	5
213	900	5
35	333	5
33	792	5
42	94	5
134	444	5
218	615	5
495	969	5
237	731	5
219	860	5
337	657	5
68	380	5
507	644	4
83	160	4
154	957	4
761	813	4
465	915	4
46	558	4
457	785	4
393	790	4
57	892	4
164	313	4
791	908	4
461	947	4
356	497	4
381	770	4
377	628	4
25	37	4
626	738	4
787	856	4
585	878	4
9	877	4
331	769	4
610	973	4
559	691	4
464	861	4
1	305	4
150	791	4
363	830	4
114	665	4
70	756	4
555	652	4
45	515	4
372	733	4
180	695	4
584	627	4
505	605	4
503	734	4
548	797	4
361	414	4
19	400	4
74	627	4
24	105	4
493	896	4
177	712	4
440	835	4
321	867	4
818	967	4
103	707	4
33	247	4
367	540	4
168	228	4
100	657	4
391	946	4
132	783	4
311	976	4
154	713	4
105	325	4
419	784	4
31	572	4
95	421	4
201	914	4
80	928	4
294	566	4
504	874	4
500	624	4
671	737	4
486	810	4
585	808	4
663	921	4
437	716	4
313	801	4
182	528	4
42	784	4
236	283	4
157	647	4
321	729	4
541	670	4
300	475	4
860	965	4
171	768	4
271	371	4
84	457	4
91	803	4
167	831	4
224	925	4
279	416	4
370	495	4
281	956	4
187	686	4
311	426	4
482	521	4
385	784	4
774	844	4
565	735	4
756	900	4
235	587	4
566	572	4
632	983	4
876	909	4
94	717	4
1	362	4
228	471	4
288	320	4
2	498	4
233	603	4
352	381	4
211	810	4
384	672	4
558	853	4
843	860	4
217	221	4
13	965	4
46	624	4
313	556	4
221	483	4
896	948	4
322	738	4
261	323	4
886	891	4
211	252	4
254	397	4
449	815	4
272	754	4
448	607	4
50	737	4
678	742	4
52	578	4
26	212	4
290	996	4
393	808	4
62	187	4
257	809	4
174	958	4
474	995	4
484	630	4
235	696	4
282	723	4
860	989	4
2	462	4
447	556	4
537	968	4
493	795	4
813	845	4
73	813	4
384	575	4
165	303	4
283	951	4
549	587	4
184	340	4
624	925	4
376	404	4
112	525	4
532	644	4
644	764	4
154	905	4
525	842	4
141	257	4
677	762	4
767	978	4
220	294	4
516	856	4
690	953	4
299	805	4
222	846	4
157	330	4
825	849	4
754	978	4
79	392	4
